title,tags,lat,lon,url,date_taken
Barcelona,barcelona puerto españa cataluña catalunya,41.380744,2.185530,https://live.staticflickr.com/65535/52673943545_2cb96bc3e8_m.jpg,2023-02-05 13:00:53
barcelona,barcelona calle noche catalunya cataluña,41.387363,2.170344,https://live.staticflickr.com/65535/52148179836_ce25ed77dc_m.jpg,2020-02-11 21:56:47
barcelona,barcelona puerto,41.374583,2.182252,https://live.staticflickr.com/65535/52779072699_7c0616c36d_m.jpg,2020-10-12 10:41:56
Barcelona,barcelona,41.385672,2.158430,https://live.staticflickr.com/65535/54289455167_dd5f4b5c1a_m.jpg,2025-01-26 22:04:52
Barcelona,barcelona gótico,41.384062,2.176129,https://live.staticflickr.com/65535/49915740403_58f81d2c3d_m.jpg,2020-01-04 12:21:11
Barcelona,gaudi building barcelona,41.391811,2.165013,https://live.staticflickr.com/65535/52584128061_93f283a101_m.jpg,2022-09-12 19:55:57
Barcelona,estatua barcelona colon españa spain,41.373845,2.174949,https://live.staticflickr.com/65535/52405893687_f074397376_m.jpg,2022-10-05 16:22:59
Barcelona,barcelona gaudi,41.385947,2.158486,https://live.staticflickr.com/65535/54291977653_f3235e255a_m.jpg,2025-01-27 21:46:40
Barcelona,barcelona puerto mediterraneo,41.373008,2.173576,https://live.staticflickr.com/65535/51589447281_6eb403cb54_m.jpg,2021-10-14 23:24:03
Barcelona,barcelona,41.375638,2.179119,https://live.staticflickr.com/65535/37044743915_8d985c6423_m.jpg,2020-08-10 16:35:38
Barcelona,barcelona,41.385808,2.158425,https://live.staticflickr.com/65535/54290580948_64b3aabe1f_m.jpg,2025-01-26 21:13:10
Barcelona,barcelona puerto españa spain veleto barco,41.376744,2.178726,https://live.staticflickr.com/65535/53045197015_587f318b47_m.jpg,2023-07-14 12:34:02
Barcelona,barcelona españa spain,41.381230,2.191434,https://live.staticflickr.com/65535/52411259593_aedbccc798_m.jpg,2022-10-07 17:02:29
Barcelona,barcelona cataluña,41.381662,2.175326,https://live.staticflickr.com/65535/51788071376_041566f7e4_m.jpg,2021-12-08 12:27:07
Barcelona,barcelona monastry pedralbes catalunya spain,41.395380,2.113297,https://live.staticflickr.com/65535/51918193646_1b8884f2be_m.jpg,2022-02-27 12:29:53
Barcelona,barcelona catalunya cataluña puerto mar mediterraneo,41.373974,2.175292,https://live.staticflickr.com/65535/52543128335_35a4cf1d45_m.jpg,2022-12-04 21:48:19
Barcelona Harbour,barcelona shipping containers maersk,41.364691,2.166548,https://live.staticflickr.com/65535/52595508547_280a8a430a_m.jpg,2022-11-11 15:28:15
Barcelona,barcelona city,41.367501,2.169134,https://live.staticflickr.com/65535/51158352363_2c6c08b1af_m.jpg,2021-05-04 22:10:14
Barcelona,barcelona catalunya nikon cutout loro parrot animal ave,41.385816,2.153931,https://live.staticflickr.com/65535/53025903042_068598ecb1_m.jpg,2023-06-21 14:21:52
Tibidabo - Barcelona,barcelona photo image photoshop,41.422410,2.119588,https://live.staticflickr.com/65535/49887984916_5d005ca478_m.jpg,2020-05-12 22:21:38
Barcelona,barcelona spain,41.383694,2.175947,https://live.staticflickr.com/65535/51971819504_41f81998c4_m.jpg,2022-03-14 18:23:38
Barcelona,barcelona spain,41.383097,2.167644,https://live.staticflickr.com/65535/51971599643_feb9e17791_m.jpg,2022-03-14 19:03:56
Barcelona,barcelona spain,41.411727,2.147516,https://live.staticflickr.com/65535/51970333117_3b4dce0cc1_m.jpg,2022-03-26 11:45:30
Barcelona,barcelona spain,41.384708,2.175652,https://live.staticflickr.com/65535/51971529861_d775c192f9_m.jpg,2022-03-14 18:27:00
Barcelona,barcelona catalunya nikon nocturna night siluetas,41.413115,2.174316,https://live.staticflickr.com/65535/51735999828_b4de6f88e1_m.jpg,2021-12-07 20:08:40
Barcelona,barcelona spain,41.387038,2.123658,https://live.staticflickr.com/65535/51971599608_15c287a7c9_m.jpg,2022-03-14 19:41:41
